sid,name,licence,access,date,creator,curators,substances,reference_pmid,reference_title,reference_date
PKDB00766,Kuhnz1996,closed,public,2024-04-23,SamLuca,"['SamLuca', 'mkoenig']","['levonorgestrel', 'ethinylestradiol']",8737765,Influence of repeated oral doses of ethinyloestradiol on the metabolic disposition of [13C2]-ethinyloestradiol in young women.,1997-03-18
PKDB00739,Macha2013,closed,public,2023-12-16,SamLuca,"['SamLuca', 'mkoenig']","['levonorgestrel', 'ethinylestradiol', 'empagliflozin']",23512637,Effect of empagliflozin on the steady-state pharmacokinetics of ethinylestradiol and levonorgestrel in healthy female volunteers.,2013-10-28
PKDB00738,Trezza2017,closed,public,2023-12-16,SamLuca,"['SamLuca', 'mkoenig']","['levonorgestrel', 'ethinylestradiol', 'cabotegravir']",28087972,Lack of effect of oral cabotegravir on the pharmacokinetics of a levonorgestrel/ethinyl oestradiol-containing oral contraceptive in healthy adult women.,2018-04-03
PKDB00737,Andersson1993,closed,public,2023-12-06,lepujolh,"['lepujolh', 'mkoenig']","['omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",8448974,Pharmacokinetics of [14C]omeprazole in patients with liver cirrhosis.,1993-04-15
PKDB00711,Andersson2001,closed,public,2023-10-19,lepujolh,"['lepujolh', 'mkoenig']","['clarithromycin', 'amoxicillin', 'S-omeprazole']",11510629,"Drug interaction studies with esomeprazole, the (S)-isomer of omeprazole.",2001-12-11
PKDB00519,Cederberg1992,closed,public,2021-09-27,balcisue,"['balcisue', 'janekg', 'mkoenig']",['omeprazole'],1499942,Effect of intravenous and oral omeprazole on 24-hour intragastric acidity in duodenal ulcer patients.,1992-09-15
PKDB00692,Elkoshi2002,closed,public,2023-03-23,lepujolh,"['lepujolh', 'mkoenig']",['omeprazole'],29492852,Multiple-Dose Studies can be a More Sensitive Assessment for Bioequivalence than Single-Dose Studies : The Case with Omeprazole.,2002-09-22
PKDB00742,Faruquee2010,closed,public,2024-01-23,lepujolh,"['lepujolh', 'mkoenig']","['levofloxacin', 'omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",20363690,Interaction study between levofloxacin and omeprazole using urinary pharmacokinetic data.,2010-06-03
PKDB00693,Geus2000,closed,public,2023-03-23,lepujolh,"['lepujolh', 'mkoenig']","['omeprazole', 'pantoprazole']",10930900,Pharmacodynamics and kinetics of omeprazole MUPS 20 mg and pantoprazole 40 mg during repeated oral administration in Helicobacter pylori-negative subjects.,2000-10-10
PKDB00713,HassanAlin2000,closed,public,2023-10-19,lepujolh,"['lepujolh', 'mkoenig']","['S-omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",11214773,Pharmacokinetics of esomeprazole after oral and intravenous administration of single and repeated doses to healthy subjects.,2001-05-10
PKDB00714,HassanAlin2005,closed,public,2023-10-19,lepujolh,"['lepujolh', 'mkoenig']","['omeprazole', 'S-omeprazole', 'R-omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",15578172,"A pharmacokinetic study comparing single and repeated oral doses of 20 mg and 40 mg omeprazole and its two optical isomers, S-omeprazole (esomeprazole) and R-omeprazole, in healthy subjects.",2005-05-13
PKDB00379,Howden1984,closed,public,2020-12-01,balcisue,"['balcisue', 'mkoenig', 'janekg']",['omeprazole'],6468483,Oral pharmacokinetics of omeprazole.,1984-10-19
PKDB00520,Howden1984a,closed,public,2021-09-27,balcisue,"['balcisue', 'janekg', 'mkoenig']","['placebo', 'water', 'acid', 'omeprazole', 'pepsin', 'pentagastrin']",6428981,Effects of single and repeated doses of omeprazole on gastric acid and pepsin secretion in man.,1984-08-02
PKDB00715,Kita2001,closed,public,2023-10-19,lepujolh,"['lepujolh', 'mkoenig']","['placebo', 'omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",11465416,CYP2C19 genotype related effect of omeprazole on intragastric pH and antimicrobial stability.,2001-12-05
PKDB00716,Kita2002,closed,public,2023-10-19,lepujolh,"['lepujolh', 'mkoenig']","['omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",12132671,Optimal dose of omeprazole for CYP2C19 extensive metabolizers in anti-Helicobacter pylori therapy: pharmacokinetic considerations.,2003-01-08
PKDB00522,Lind1983,closed,public,2021-09-27,balcisue,"['balcisue', 'janekg', 'mkoenig']","['acid', 'omeprazole', 'pentagastrin']",6832622,Effect of omeprazole--a gastric proton pump inhibitor--on pentagastrin stimulated acid secretion in man.,1983-05-05
PKDB00717,Naesdal1986,closed,public,2023-10-19,lepujolh,"['lepujolh', 'mkoenig']","['creatinine', 'omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",3742939,Pharmacokinetics of [14C]omeprazole in patients with impaired renal function.,1986-10-23
PKDB00691,Palovaara2003,closed,public,2023-03-23,lepujolh,"['lepujolh', 'mkoenig']","['levonorgestrel', 'ethinylestradiol', 'omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",12895199,The effect of ethinyloestradiol and levonorgestrel on the CYP2C19-mediated metabolism of omeprazole in healthy female subjects.,2003-10-07
PKDB00718,Park2017,closed,public,2023-10-19,lepujolh,"['lepujolh', 'mkoenig']","['omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",28378544,Effects of CYP2C19 Genetic Polymorphisms on PK/PD Responses of Omeprazole in Korean Healthy Volunteers.,2017-09-08
PKDB00523,Prichard1985,closed,public,2021-09-27,balcisue,"['balcisue', 'mkoenig']","['omeprazole', 'omeprazole sulfone']",3880557,Omeprazole: a study of its inhibition of gastric pH and oral pharmacokinetics after morning or evening dosage.,1985-01-22
PKDB00743,Qadir2017,closed,public,2024-01-23,lepujolh,"['lepujolh', 'mkoenig']","['creatinine', 'water', 'omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",28649076,Renal clearance and urinary excretion of omeprazole in healthy female volunteers in Pakistan.,2019-07-01
PKDB00521,Landahl1992,closed,public,2021-09-27,balcisue,"['balcisue', 'mkoenig']","['omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",1458764,Pharmacokinetic study of omeprazole in elderly healthy volunteers.,1993-01-08
PKDB00526,Sohn1992,closed,public,2021-09-27,balcisue,"['balcisue', 'mkoenig', 'lepujolh']","['omeprazole', '5-hydroxyomeprazole', 'omeprazole sulfone']",1527724,Disposition kinetics and metabolism of omeprazole in extensive and poor metabolizers of S-mephenytoin 4'-hydroxylation recruited from an Oriental population.,1992-10-22
PKDB00719,Pounder1986,closed,public,2023-10-19,lepujolh,"['lepujolh', 'mkoenig']","['hydron', 'omeprazole', 'gastrin']",3460165,Twenty-four hour intragastric acidity during treatment with oral omeprazole.,1986-07-25
PKDB00583,Gaedigk2013,closed,public,2022-08-09,janekg,"['janekg', 'mkoenig']","['dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide']",24151800,Complexities of CYP2D6 gene analysis and interpretation.,2014-06-26
PKDB00584,Hou1991,closed,public,2022-08-09,jbrandhorst,"['jbrandhorst', 'janekg', 'mkoenig']","['dextromethorphan hydrobromide', 'dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide']",2015730,Salivary analysis for determination of dextromethorphan metabolic phenotype.,1991-05-22
8612385,Hou1996,closed,public,2025-10-06,janekg,['janekg'],"['quinidine sulphate', 'dextromethorphan hydrobromide', 'dextromethorphan', 'dextrorphan']",8612385,Determination of dextromethorphan metabolic phenotype by salivary analysis with a reference to genotype in Chinese patients receiving renal hemodialysis.,1996-06-05
PKDB00585,Hu2011,closed,public,2022-08-09,jbrandhorst,"['jbrandhorst', 'mkoenig']","['dextromethorphan hydrobromide', 'dextrorphan', 'dextrorphan O-glucuronide']",21050887,Floating matrix dosage form for dextromethorphan hydrobromide based on gas forming technique: in vitro and in vivo evaluation in healthy volunteers.,2011-04-06
PKDB00586,Jones1996,closed,public,2022-08-09,jbrandhorst,"['jbrandhorst', 'janekg', 'mkoenig']","['rifampicin', 'erythromycin', 'dextromethorphan hydrobromide', 'dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide', '3-hydroxymorphinan', '3-hydroxymorphinan O-glucuronide', '3-methoxymorphinan']",8873685,Determination of cytochrome P450 3A4/5 activity in vivo with dextromethorphan N-demethylation.,1996-11-27
8741125,Kazis2009,closed,public,2025-10-06,jbrandhorst,['jbrandhorst'],"['dextromethorphan', 'dextrorphan', '3-hydroxymorphinan']",8741125,Pharmacokinetics of dextromethorphan and dextrorphan in epileptic patients.,1996-10-18
PKDB00896,Kim2016,closed,public,2024-10-02,jbrandhorst,"['jbrandhorst', 'mkoenig']","['caffeine (137X)', 'paraxanthine (17X)', 'midazolam', '1-hydroxymidazolam', 'losartan', 'Losartan carboxylic acid (E3174)', 'omeprazole', '5-hydroxyomeprazole', 'fexofenadine', 'dextromethorphan', 'dextrorphan']",27495955,"Effect of fermented red ginseng on cytochrome P450 and P-glycoprotein activity in healthy subjects, as evaluated using the cocktail approach.",2017-12-05
PKDB00587,Koehler1997,closed,public,2022-08-09,jbrandhorst,"['jbrandhorst', 'mkoenig']","['dextromethorphan', 'dextrorphan', 'dextrorphan O-glucuronide', '3-hydroxymorphinan', '3-hydroxymorphinan O-glucuronide', '3-methoxymorphinan']",9429230,CYP2D6 genotype and phenotyping by determination of dextromethorphan and metabolites in serum of healthy controls and of patients under psychotropic medication.,1998-02-10
PKDB00890,Sha2014,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'D-glucose', 'insulin']",25268802,"Pharmacodynamic effects of canagliflozin, a sodium glucose co-transporter 2 inhibitor, from a randomized study in patients with type 2 diabetes.",2014-07-01
PKDB00891,Sha2015,closed,public,2024-08-16,tereshchuk1,"['tereshchuk1', 'mkoenig', 'nikenemitz']","['canagliflozin', 'dapagliflozin', 'D-glucose']",25421015,"Pharmacodynamic differences between canagliflozin and dapagliflozin: results of a randomized, double-blind, crossover study.",2015-02-01
32763846,Wattamwar2020,closed,public,2025-10-07,tereshchuk1,"['tereshchuk1', 'mkoenig']","['canagliflozin', 'metformin']",32763846,Development of LC-MS/MS method for simultaneous determination of Canagliflozin and Metformin in human plasma and its pharmacokinetic application in Indian  population under fast and fed conditions.,2020-10-01
Harris1992,Harris1992,closed,public,2025-10-07,Rain-marine,"['Rain-marine', 'mkoenig']",['creatine'],1327657,Elevation of creatine in resting and exercised muscle of normal subjects by creatine supplementation.,1992-11-16
Lundholm1963,Lundholm1963,closed,public,2025-10-07,Rain-marine,"['Rain-marine', 'mkoenig']",['creatinine'],32441889,A Novel Physiologically Based Model of Creatinine Renal Disposition to Integrate Current Knowledge of Systems Parameters and Clinical Observations.,2021-08-23
PKDB00900,Ayoub2017,closed,public,2024-10-02,jen-ne-sse,"['jen-ne-sse', 'mkoenig']",['empagliflozin'],28566743,Pharmacokinetic Evaluation of Empagliflozin in Healthy Egyptian Volunteers Using LC-MS/MS and Comparison with Other Ethnic Populations.,2018-12-13
PKDB00901,Chen2020,closed,public,2024-10-02,jen-ne-sse,"['jen-ne-sse', 'mkoenig']",['empagliflozin'],32498113,"Pharmacokinetics, Safety, and Bioequivalence of Two Empagliflozin Formulations after Single Oral Administration under Fasting and Fed Conditions in Healthy Chinese Subjects: An Open-label Randomized Single-dose Two-sequence, Two-treatment, Two-period Crossover Study.",2020-05-03
PKDB00944,ElDash2021,closed,public,2024-11-27,jen-ne-sse,"['jen-ne-sse', 'mkoenig']","['empagliflozin', 'D-glucose']",34123370,"The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a  two-way crossover, non-randomised trial.",2021-04-26
PKDB00916,Friedrich2013,closed,public,2024-10-17,jen-ne-sse,"['jen-ne-sse', 'mkoenig']","['empagliflozin', 'linagliptin']",23328275,"A Randomized, Open-Label, Crossover Study to Evaluate the Pharmacokinetics of Empagliflozin and Linagliptin After Coadministration in Healthy Male Volunteers.",2012-12-12
PKDB00915,Heise2013a,closed,public,2024-10-16,jen-ne-sse,"['jen-ne-sse', 'mkoenig']","['placebo', 'empagliflozin', 'D-glucose']",23356556,"Safety, tolerability, pharmacokinetics and pharmacodynamics following 4 weeks' treatment with empagliflozin once daily in patients with type 2 diabetes.",2014-01-10
PKDB00996,Kim2021,closed,public,2025-06-27,icalledmyselfmoon,"['icalledmyselfmoon', 'mkoenig']","['empagliflozin', 'lobeglitazone sulfate', 'lobeglitazone']",33953542,"No Relevant Pharmacokinetic Drug-Drug Interaction Between the Sodium-Glucose Co-Transporter-2 Inhibitor Empagliflozin and Lobeglitazone, a Peroxisome Proliferator-Activated Receptor-γ Agonist, in Healthy Subjects.",2021-11-04
29655290,Laffel2018,closed,public,2025-10-07,jen-ne-sse,"['jen-ne-sse', 'mkoenig']","['empagliflozin', 'D-glucose']",29655290,Pharmacokinetic and pharmacodynamic profile of the sodium-glucose co-transporter-2 inhibitor empagliflozin in young people with Type 2 diabetes: a randomized trial.,2018-03-26
PKDB00995,Li2020,closed,public,2025-06-12,icalledmyselfmoon,"['icalledmyselfmoon', 'mkoenig']",['empagliflozin'],32799565,Pharmacokinetics and bioequivalence of a generic empagliflozin tablet versus a brand-named product and the food effects in healthy Chinese subjects.,2021-03-12
23497760,Macha2013d,closed,public,2025-10-07,icalledmyselfmoon,"['icalledmyselfmoon', 'mkoenig']","['ramipril', 'ramiprilat', 'empagliflozin', 'digoxin', 'verapamil']",23497760,"Lack of clinically relevant drug-drug interaction between empagliflozin, a sodium glucose cotransporter 2 inhibitor, and verapamil, ramipril, or digoxin in healthy volunteers.",2013-08-29
PKDB01002,Macha2014,closed,public,2025-07-14,icalledmyselfmoon,"['icalledmyselfmoon', 'mkoenig']","['probenecid', 'empagliflozin', 'rifampicin', 'gemfibrozil']",24491572,"Effect of gemfibrozil, rifampicin, or probenecid on the pharmacokinetics of the SGLT2 inhibitor empagliflozin in healthy volunteers.",2014-10-28
PKDB00938,Macha2014b,closed,public,2024-11-27,jen-ne-sse,"['jen-ne-sse', 'mkoenig']","['empagliflozin', 'empagliflozin-metabolites', 'empagliflozin-metabolites-no-empagliflozin', 'M626/3 (empagliflozin-3-O-glucuronide)', 'M626/1 (empagliflozin-2-O-glucuronide)', 'M626/2 (empagliflozin-6-O-glucuronide)', 'D-glucose']",23859534,"Pharmacokinetics, safety and tolerability of empagliflozin, a sodium glucose cotransporter 2 inhibitor, in patients with hepatic impairment.",2013-07-11
PKDB00940,Macha2015a,closed,public,2024-11-27,jen-ne-sse,"['jen-ne-sse', 'mkoenig']","['empagliflozin', 'D-glucose']",26138865,Pharmacokinetics and Pharmacodynamics of Twice Daily and Once Daily Regimens of Empagli ozin in Healthy Subjects.,2015-08-01
26051874,Macha2015b,closed,public,2025-10-07,icalledmyselfmoon,"['icalledmyselfmoon', 'mkoenig']","['empagliflozin', 'pioglitazone']",26051874,Pharmacokinetics of Empagliflozin and Pioglitazone After Coadministration in Healthy Volunteers.,2016-04-11
PKDB00941,Sarashina2013,closed,public,2024-11-27,jen-ne-sse,"['jen-ne-sse', 'mkoenig']","['placebo', 'empagliflozin', 'D-glucose']",23149871,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single Doses of Empagli ozin, a Sodium Glucose Cotransporter 2 (SGLT2) Inhibitor, in Healthy Japanese Subjects",2012-11-13
PKDB00932,Zhao2015,closed,public,2024-11-15,jen-ne-sse,"['jen-ne-sse', 'mkoenig']","['placebo', 'empagliflozin', 'D-glucose']",26101175,"Pharmacokinetic and Pharmacodynamic Properties and Tolerability of Single- and multiple-dose Once-daily Empagliflozin, a Sodium Glucose Cotransporter 2 Inhibitor, in Chinese Patients With Type 2 Diabetes Mellitus",2015-07-01
8988072,Cilla1996,closed,public,2025-10-07,FlorBar,"['FlorBar', 'mkoenig']",['atorvastatin'],8988072,"Multiple-dose pharmacokinetics, pharmacodynamics, and safety of atorvastatin, an inhibitor of HMG-CoA reductase, in healthy subjects.",1997-01-23
8690818,Gibson1996,closed,public,2025-10-07,janekg,"['janekg', 'FlorBar']",['atorvastatin'],8690818,Effect of age and gender on pharmacokinetics of atorvastatin in humans.,1996-08-29
10460065,Lilja1999,closed,public,2025-10-07,FlorBar,"['FlorBar', 'mkoenig']","['grapefruit juice', 'atorvastatin', 'atorvastatin acid', 'atorvastatin lactone', '2-hydroxyatorvastatin acid', '2-hydroxyatorvastatin lactone', 'Active HMG-CoA \treductase inhibitors (atorvastatin)', 'Total HMG-CoA reductase inhibitors (atorvastatin)']",10460065,Grapefruit juice increases serum concentrations of atorvastatin and has no effect on pravastatin.,1999-09-02
29403866,Partani2013,closed,public,2025-10-07,FlorBar,['FlorBar'],"['atorvastatin', '2-hydroxyatorvastatin acid', '4-hydroxyatorvastatin acid']",29403866,Simultaneous quantitation of atorvastatin and its two active metabolites in human plasma by liquid chromatography/(-) electrospray tandem mass spectrometry.,2013-09-25
8877677,Posvar1996,closed,public,2025-10-07,FlorBar,['FlorBar'],['atorvastatin'],8877677,"Tolerance and pharmacokinetics of single-dose atorvastatin, a potent inhibitor of HMG-CoA reductase, in healthy subjects.",1997-02-19
8568017,Radulovic1995,closed,public,2025-10-07,FlorBar,['FlorBar'],['atorvastatin'],8568017,"Effect of food on the bioavailability of atorvastatin, an HMG-CoA reductase inhibitor.",1996-03-05
28331967,Alatrach2017,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],28331967,Decreased basal hepatic glucose uptake in impaired fasting glucose.,2018-05-09
4127645,Alberti1973,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],4127645,Inhibition of insulin secretion by somatostatin.,1974-01-16
4138107,Alford1974,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],4138107,Glucagon control of fasting glucose in man.,1975-01-15
14982753,Basu2004,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],14982753,"Both fasting glucose production and disappearance are abnormal in people with ""mild"" and ""severe"" type 2 diabetes.",2004-07-22
6041196,Benedetti1967,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],6041196,Exaggerated insulin response to glucagon in simple obesity.,1967-11-12
9439539,Binh1997,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],9439539,Glucose metabolism in severe malaria: minimal model analysis of the intravenous glucose tolerance test incorporating a stable glucose label.,1998-02-09
4816891,Blackard1974,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],4816891,Portal and peripheral vein immunoreactive glucagon concentrations after arginine or glucose infusions.,1974-05-17
6368593,Bolli1984,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],6368593,Mechanisms of glucagon secretion during insulin-induced hypoglycemia in man. Role of the beta cell and arterial hyperinsulinemia.,1984-05-21
6141519,Bratusch-Marrain1984,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],6141519,Hepatic disposal of biosynthetic human insulin and porcine C-peptide in humans.,1984-03-07
4552828,Cerasi1972,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],4552828,Decreased sensitivity of the pancreatic beta cells to glucose in prediabetic and diabetic subjects. A glucose dose-response study.,1972-06-17
Cobelli1982,Cobelli1982,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],,An integrated mathematical model of the dynamics of blood glucose and its hormonal control.,1982-01-01
2691176,Coppack1989,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],2691176,Effects of insulin on human adipose tissue metabolism in vivo.,1990-02-20
4823929,DeVane1974,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],4823929,Acute suppression of insulin and glucose levels by synthetic somatostatin in normal human subjects.,1974-06-19
856672,Ebert1977,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],856672,Lowering of fasting and food stimulated serum immunoreactive gastric inhibitory polypeptide (GIP) by glucagon.,1977-06-22
659633,Faber1978,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],659633,Kinetics of human connecting peptide in normal and diabetic subjects.,1978-09-01
371342,Faber1979,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],371342,Pancreatic beta cell secretion during oral and intravenous glucose administration.,1979-05-23
956401,Felig1976,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],956401,Influence of physiologic hyperglucagonemia on basal and insulin-inhibited splanchnic glucose output in normal man.,1976-10-29
2721118,Frayn1989,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],2721118,Metabolic characteristics of human adipose tissue in vivo.,1989-06-30
31693916,Gasbjerg2019,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],31693916,Evaluation of the incretin effect in humans using GIP and GLP-1 receptor antagonists.,2019-09-03
4430704,Gerich1974a,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],4430704,Effect of somatostatin on plasma glucose and insulin responses to glucagon and tolbutamide in man.,1975-02-18
1113681,Gerich1975,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],1113681,Evidence for a physiologic role of pancreatic glucagon in human glucose homeostasis: studies with somatostatin.,1975-05-21
3514335,Hampton1986,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],3514335,Insulin and C-peptide levels after oral and intravenous glucose. Contribution of enteroinsular axis to insulin secretion.,1986-05-22
8622603,Henriksen1996,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],8622603,Glucose processing during the intravenous glucose tolerance test.,1996-06-18
908472,Holst1977,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],908472,The effect of intraportal and peripheral infusions of glucagon on insulin and glucose concentrations and glucose tolerance in normal man.,1977-11-30
1133173,Horwitz1975,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],1133173,"Proinsulin, insulin, and C-peptide concentrations in human portal and peripheral blood.",1975-08-22
11986393,Karpe2002,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],11986393,Effects of insulin on adipose tissue blood flow in man.,2002-09-16
12540611,Kjems2003,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],12540611,The influence of GLP-1 on glucose-stimulated insulin secretion: effects on beta-cell sensitivity in type 2 and nondiabetic subjects.,2003-04-07
19094067,Lerche2009,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],19094067,No increased risk of hypoglycaemic episodes during 48 h of subcutaneous glucagon-like-peptide-1 administration in fasting healthy subjects.,2009-11-23
3722329,LicinioPaixao1986,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],3722329,Ingestion of a mixed meal does not affect the metabolic clearance rate of biosynthetic human C-peptide.,1986-08-14
12200754,Matsuda2002,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],12200754,Glucagon dose-response curve for hepatic glucose production and glucose disposal in type 2 diabetic patients and normal individuals.,2002-09-26
3971846,Muehlhauser1985,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],3971846,"Pharmacokinetics and bioavailability of injected glucagon: differences between intramuscular, subcutaneous, and intravenous administration.",1985-04-16
3522621,Nauck1986,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],3522621,Incretin effects of increasing glucose loads in man calculated from venous insulin and C-peptide responses.,1986-08-14
9792543,Nielsen1998,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],9792543,Normal glucose-induced suppression of glucose production but impaired stimulation of glucose disposal in type 2 diabetes: evidence for a concentration-dependent defect in uptake.,1998-11-10
1154379,Ohneda1975,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],1154379,Glucagon-induced insulin secretion in normal diabetic subjects.,1975-11-05
170711,Ohneda1975a,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],170711,Diagnostic value of intravenous glucagon test in insulinoma.,1975-12-23
9272591,Oskarsson1997,closed,public,2025-10-07,kgreen,"['mkoenig', 'kgreen']",[],9272591,Effects of C-peptide on insulin-induced hypoglycaemia and its counterregulatory responses in IDDM patients.,1997-10-08
5957477,Perley1966,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],5957477,Plasma insulin responses to glucose and tolbutamide of normal weight and obese diabetic and nondiabetic subjects.,1967-03-25
1895958,Piatti1991,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],1895958,Forearm insulin- and non-insulin-mediated glucose uptake and muscle metabolism in man: role of free fatty acids and blood glucose levels.,1991-10-23
3519643,Polonsky1986a,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],3519643,Calculation of the systemic delivery rate of insulin in normal man.,1986-07-18
18853232,Priebe2008,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],18853232,An explorative study of in vivo digestive starch characteristics and postprandial glucose kinetics of wholemeal wheat bread.,2009-03-06
8852486,Robaudo1996,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],8852486,Renal metabolism of C-peptide in patients with early insulin-dependent diabetes mellitus.,1996-12-11
3546378,Schwartz1987,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],3546378,Glycemic thresholds for activation of glucose counterregulatory systems are higher than the threshold for symptoms.,1987-04-06
11872673,Segel2002,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],11872673,Hypoglycemia-associated autonomic failure in advanced type 2 diabetes.,2002-03-15
10444424,Shah1999,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],10444424,Impact of lack of suppression of glucagon on glucose tolerance in humans.,1999-09-23
4856884,Sherwin1974,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],4856884,A model of the kinetics of insulin in man.,1974-06-26
1246330,Sherwin1976,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],1246330,"Hyperglucagonemia and blood glucose regulation in normal, obese and diabetic subjects.",1976-04-02
6280266,Soevik1981,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],6280266,"Responses of plasma adenosine 3',5'-monophosphate, blood glucose and plasma insulin to glucagon in humans.",1982-06-14
1551497,VanCauter1992,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],1551497,Estimation of insulin secretion rates from C-peptide levels. Comparison of individual and standard kinetic parameters for C-peptide clearance.,1992-04-27
7009366,Veleminsky1980,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],7009366,Plasma insulin response to glucose infusion in obese non-diabetic and diabetic subjects.,1981-05-13
12189441,Visboell2002,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],12189441,Defective amplification of the late phase insulin response to glucose by GIP in obese Type II diabetic patients.,2003-02-25
16702313,WachtersHagedoorn2006,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],16702313,The rate of intestinal glucose absorption is correlated with plasma glucose-dependent insulinotropic polypeptide concentrations in healthy men.,2006-06-22
833277,Wahren1977,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],833277,Influence of somatostatin on splanchnic glucose metabolism in postabsorptive and 60-hour fasted humans.,1977-03-15
4593614,Yen1974,closed,public,2025-10-07,mkoenig,"['mkoenig', 'kgreen']",[],4593614,"Effect of somatostatin in patients with acromegaly: suppression of growth hormone, prolactin, insulin and glucose levels.",1974-05-17
PKDB00087,Zavaroni1987,closed,public,2019-05-08,mkoenig,"['mkoenig', 'kgreen']",[],3624411,Renal metabolism of C-peptide in man.,1987-09-25
PKDB00811,Anuta2021,open,public,2024-06-15,MariiaMysh,"['MariiaMysh', 'mkoenig']","['hydrochlorothiazide', 'captopril']",34355621,Square root law model for the delivery and intestinal absorption of drugs: a case of hydrophilic captopril.,2021-12-22
